_c0,event_name,event_id,event_type,trans_min,trans_max,presale_start,presale_end,pub_sale_start,pub_sale_end,event_date,event_promoter,event_attraction_ids,resaleStatus,status
0,Memphis Grizzlies vs. Phoenix Suns,G5viZ983ugpCP,Basketball,60.0,656.0,2022-08-17T20:00:00Z,2022-08-17T21:59:00Z,2022-08-17T22:00:00Z,2022-12-28T03:00:00Z,2022-12-27T00:00:00.000-05:00,NBA REGULAR SEASON,"K8vZ9171Kg7, K8vZ9171oZf",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
1,Phoenix Suns vs. Memphis Grizzlies,G5v0Z98m2Ro4N,Basketball,79.0,4750.0,2022-08-17T19:30:00Z,2022-08-29T20:00:00Z,2022-08-29T20:00:00Z,2022-12-24T05:00:00Z,2022-12-23T00:00:00.000-05:00,NBA REGULAR SEASON,"K8vZ9171oZf, K8vZ9171Kg7",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
2,Golden State Warriors vs. Phoenix Suns,G5vYZ98wrHxhM,Basketball,115.0,1575.0,2022-08-17T19:00:00Z,2022-10-19T02:00:00Z,2022-09-15T17:00:00Z,2023-01-11T03:30:00Z,2023-01-10T00:00:00.000-05:00,NBA REGULAR SEASON,"K8vZ9171oa0, K8vZ9171oZf",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
3,Minnesota Timberwolves vs. Phoenix Suns,Z7r9jZ1Ad4s0a,Basketball,0.0,0.0,NA,NA,1900-01-01T18:00:00Z,2023-01-14T01:00:00Z,2023-01-13T00:00:00.000-05:00,NA,"K8vZ9171o10, K8vZ9171oZf",UNKNOWN,UNKNOWN
4,Phoenix Suns vs. Miami Heat,G5v0Z98m2fo8J,Basketball,72.0,3300.0,2022-08-17T19:30:00Z,2022-08-29T20:00:00Z,2022-08-29T20:00:00Z,2023-01-07T05:00:00Z,2023-01-06T00:00:00.000-05:00,NBA REGULAR SEASON,"K8vZ9171oZf, K8vZ9171oZ7",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
5,Milwaukee Bucks v. Phoenix Suns,vvG1jZ9KbsbPCD,Basketball,34.0,2940.0,2022-09-26T15:00:00Z,2022-10-01T04:59:00Z,2022-10-01T15:00:00Z,2023-02-26T20:00:00Z,2023-02-26T00:00:00.000-05:00,NBA REGULAR SEASON,"K8vZ91718TV, K8vZ9171oZf",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
6,Brooklyn Nets vs. Phoenix Suns,Z7r9jZ1Ad4s-N,Basketball,0.0,0.0,NA,NA,1900-01-01T18:00:00Z,2023-02-08T00:30:00Z,2023-02-07T00:00:00.000-05:00,NA,"K8vZ9171o5f, K8vZ9171oZf",UNKNOWN,UNKNOWN
7,Memphis Grizzlies vs. Phoenix Suns,G5viZ983uBk29,Basketball,40.0,385.0,2022-08-17T20:00:00Z,2022-08-17T21:59:00Z,2022-08-17T22:00:00Z,2023-01-17T01:00:00Z,2023-01-16T00:00:00.000-05:00,NBA REGULAR SEASON,"K8vZ9171Kg7, K8vZ9171oZf",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
8,Phoenix Suns vs. Brooklyn Nets,G5v0Z98m24-oh,Basketball,59.0,3150.0,2022-08-17T19:30:00Z,2022-08-29T20:00:00Z,2022-08-29T20:00:00Z,2023-01-20T05:00:00Z,2023-01-19T00:00:00.000-05:00,NBA REGULAR SEASON,"K8vZ9171oZf, K8vZ9171o5f",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
9,Golden State Warriors vs. Phoenix Suns,G5vYZ98wL73qQ,Basketball,115.0,1575.0,2022-08-17T19:00:00Z,2022-10-19T02:00:00Z,2022-09-15T17:00:00Z,2023-03-14T02:30:00Z,2023-03-13T00:00:00.000-04:00,NBA REGULAR SEASON,"K8vZ9171oa0, K8vZ9171oZf",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
10,Phoenix Suns vs. Indiana Pacers,G5v0Z98m2pooN,Basketball,49.0,2363.0,2022-08-17T19:30:00Z,2022-08-29T20:00:00Z,2022-08-29T20:00:00Z,2023-01-22T04:00:00Z,2023-01-21T00:00:00.000-05:00,NBA REGULAR SEASON,"K8vZ9171oZf, K8vZ9171o1f",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
11,Phoenix Suns vs. Memphis Grizzlies,G5v0Z98m2psoc,Basketball,64.0,2500.0,2022-08-17T19:30:00Z,2022-08-29T20:00:00Z,2022-08-29T20:00:00Z,2023-01-23T03:00:00Z,2023-01-22T00:00:00.000-05:00,NBA REGULAR SEASON,"K8vZ9171oZf, K8vZ9171Kg7",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
12,Phoenix Suns vs. Milwaukee Bucks,G5v0Z98m2qo3r,Basketball,79.0,3300.0,2022-08-17T19:30:00Z,2022-08-29T20:00:00Z,2022-08-29T20:00:00Z,2023-03-15T04:00:00Z,2023-03-14T00:00:00.000-04:00,NBA REGULAR SEASON,"K8vZ9171oZf, K8vZ91718TV",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
13,Indiana Pacers vs. Phoenix Suns,vvG1fZ98wnoNDX,Basketball,20.0,371.0,2022-08-17T19:00:00Z,2022-10-12T23:00:00Z,2022-09-28T18:00:00Z,2023-02-11T00:00:00Z,2023-02-10T00:00:00.000-05:00,NBA REGULAR SEASON,"K8vZ9171o1f, K8vZ9171oZf",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
14,Phoenix Suns vs. Oklahoma City Thunder,G5v0Z98m2ho35,Basketball,39.0,2363.0,2022-08-17T19:30:00Z,2022-08-29T20:00:00Z,2022-08-29T20:00:00Z,2023-02-25T04:00:00Z,2023-02-24T00:00:00.000-05:00,NBA REGULAR SEASON,"K8vZ9171oZf, K8vZ917GCg7",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
15,Phoenix Suns vs. Charlotte Hornets,G5v0Z98m29-oR,Basketball,34.0,2363.0,2022-08-17T19:30:00Z,2022-08-29T20:00:00Z,2022-08-29T20:00:00Z,2023-01-25T04:00:00Z,2023-01-24T00:00:00.000-05:00,NBA REGULAR SEASON,"K8vZ9171oZf, K8vZ9175Nnf",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
16,Atlanta Hawks vs. Phoenix Suns,vvG1zZ98S__SwH,Basketball,38.0,981.0,2022-08-25T15:00:00Z,2022-08-29T15:59:00Z,2022-08-29T16:00:00Z,2023-02-10T01:30:00Z,2023-02-09T00:00:00.000-05:00,NBA REGULAR SEASON,"K8vZ91718XV, K8vZ9171oZf",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
17,San Antonio Spurs vs. Phoenix Suns,G5dIZ98UoPoSL,Basketball,24.0,1660.0,2022-08-17T19:00:00Z,2022-08-18T03:00:00Z,2022-08-19T15:00:00Z,2023-01-29T02:00:00Z,2023-01-28T00:00:00.000-05:00,NBA REGULAR SEASON,"K8vZ9171ov0, K8vZ9171oZf",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
18,Sacramento Kings vs. Phoenix Suns,G5vYZ98KcFtaq,Basketball,10.0,960.0,2022-08-17T19:05:00Z,2022-08-18T18:59:00Z,2022-08-18T19:00:00Z,2023-03-25T03:00:00Z,2023-03-24T00:00:00.000-04:00,NBA REGULAR SEASON,"K8vZ9171o50, K8vZ9171oZf",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
19,Charlotte Hornets vs. Phoenix Suns,G5eVZ92m6Lx7q,Basketball,16.5,435.0,2022-08-18T13:00:00Z,2022-08-19T13:59:00Z,2022-08-19T14:00:00Z,2023-03-02T01:30:00Z,2023-03-01T00:00:00.000-05:00,NBA REGULAR SEASON,"K8vZ9175Nnf, K8vZ9171oZf",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
20,Phoenix Suns vs. Sacramento Kings,G5v0Z98m2Qv3Z,Basketball,27.0,2363.0,2022-08-17T19:30:00Z,2022-08-29T20:00:00Z,2022-08-29T20:00:00Z,2023-02-15T04:00:00Z,2023-02-14T00:00:00.000-05:00,NBA REGULAR SEASON,"K8vZ9171oZf, K8vZ9171o50",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
21,Phoenix Suns vs. Sacramento Kings,G5v0Z98m2j-38,Basketball,45.0,2978.0,2022-08-17T19:30:00Z,2022-08-29T20:00:00Z,2022-08-29T20:00:00Z,2023-03-12T04:00:00Z,2023-03-11T00:00:00.000-05:00,NBA REGULAR SEASON,"K8vZ9171oZf, K8vZ9171o50",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
22,Utah Jazz vs. Phoenix Suns,G5vzZ98HrkJVr,Basketball,30.0,2000.0,2022-08-17T19:00:00Z,2022-08-22T16:00:00Z,2022-08-22T16:00:00Z,2023-03-28T02:00:00Z,2023-03-27T00:00:00.000-04:00,NBA REGULAR SEASON,"K8vZ9171o5V, K8vZ9171oZf",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
23,Phoenix Suns vs. Atlanta Hawks,G5v0Z98m2_ooU,Basketball,38.0,2978.0,2022-08-17T19:30:00Z,2022-08-29T20:00:00Z,2022-08-29T20:00:00Z,2023-02-02T05:00:00Z,2023-02-01T00:00:00.000-05:00,NBA REGULAR SEASON,"K8vZ9171oZf, K8vZ91718XV",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
24,Phoenix Suns vs. Orlando Magic,G5v0Z98m2qs3I,Basketball,29.0,2363.0,2022-08-17T19:30:00Z,2022-08-29T20:00:00Z,2022-08-29T20:00:00Z,2023-03-17T04:00:00Z,2023-03-16T00:00:00.000-04:00,NBA REGULAR SEASON,"K8vZ9171oZf, K8vZ9171ov7",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
25,Oklahoma City Thunder vs. Phoenix Suns,vvG1YZ9odxz7yX,Basketball,39.0,2052.0,2022-08-19T15:00:00Z,2023-03-19T20:30:00Z,2022-11-25T16:00:00Z,2023-03-19T20:30:00Z,2023-03-19T00:00:00.000-04:00,NBA REGULAR SEASON,"K8vZ917GCg7, K8vZ9171oZf",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
26,Phoenix Suns vs. Oklahoma City Thunder,G5v0Z98m2jv3C,Basketball,34.0,2363.0,2022-08-17T19:30:00Z,2022-08-29T20:00:00Z,2022-08-29T20:00:00Z,2023-03-09T04:00:00Z,2023-03-08T00:00:00.000-05:00,NBA REGULAR SEASON,"K8vZ9171oZf, K8vZ917GCg7",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
27,Phoenix Suns vs. San Antonio Spurs,G5v0Z98m2Oo3g,Basketball,27.0,2363.0,2022-08-17T19:30:00Z,2022-08-29T20:00:00Z,2022-08-29T20:00:00Z,2023-04-05T04:00:00Z,2023-04-04T00:00:00.000-04:00,NBA REGULAR SEASON,"K8vZ9171oZf, K8vZ9171ov0",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
28,Phoenix Suns vs. Minnesota Timberwolves,G5v0Z98m2Lv3m,Basketball,43.0,2978.0,2022-08-17T19:30:00Z,2022-08-29T20:00:00Z,2022-08-29T20:00:00Z,2023-03-30T04:00:00Z,2023-03-29T00:00:00.000-04:00,NBA REGULAR SEASON,"K8vZ9171oZf, K8vZ9171o10",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
29,Oklahoma City Thunder vs. Phoenix Suns,vvG1YZ9odxB0DX,Basketball,16.0,2052.0,2022-08-19T15:00:00Z,2023-04-03T00:00:00Z,2022-11-25T16:00:00Z,2023-04-03T00:00:00Z,2023-04-02T00:00:00.000-04:00,NBA REGULAR SEASON,"K8vZ917GCg7, K8vZ9171oZf",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
30,Las Vegas Raiders Vs San Francisco 49ers,G5vjZ9a1z--CQ,Football,200.0,800.0,NA,NA,2022-05-13T00:00:00Z,2023-01-01T23:05:00Z,2023-01-01T00:00:00.000-05:00,NFL REGULAR SEASON,"K8vZ9171oVV, K8vZ9171oMV",TICKETS_AVAILABLE,TICKETS_NOT_AVAILABLE
31,Carolina Panthers vs. Pittsburgh Steelers,G5eVZ96wEiwwG,Football,110.0,575.0,2022-05-13T00:00:00Z,2022-05-13T03:45:00Z,2022-05-13T01:00:00Z,2022-12-18T19:00:00Z,2022-12-18T00:00:00.000-05:00,NFL REGULAR SEASON,"K8vZ9171oPf, K8vZ9171ogV",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
32,Boston Bruins vs. Pittsburgh Penguins,Z7r9jZ1Adfse7,Hockey,0.0,0.0,NA,NA,NA,NA,2023-01-02T00:00:00.000-05:00,NA,"K8vZ9171o27, K8vZ9171o8f",UNKNOWN,UNKNOWN
33,Jacksonville Jaguars vs. Dallas Cowboys,G5eFZ9apQ1QDQ,Football,135.0,1064.0,2022-05-13T00:00:00Z,2022-05-20T03:45:00Z,2022-05-13T00:00:00Z,2022-12-18T19:00:00Z,2022-12-18T00:00:00.000-05:00,NFL REGULAR SEASON,"K8vZ9171poV, K8vZ9171oG0",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
34,Tampa Bay Buccaneers vs. Cincinnati Bengals,vvG1VZ9aE3ZROu,Football,85.0,560.0,2022-05-13T00:00:00Z,2022-05-13T02:00:00Z,2022-07-20T13:00:00Z,2022-12-18T22:25:00Z,2022-12-18T00:00:00.000-05:00,NFL REGULAR SEASON,"K8vZ9171oCV, K8vZ9171ovV",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
35,P!NK: Summer Carnival 2023,Z7r9jZ1Ad_YkZ,Pop,0.0,0.0,NA,NA,2022-11-21T15:00:00Z,2023-07-31T22:00:00Z,2023-07-31T00:00:00.000-04:00,LIVE NATION MUSIC,"K8vZ9171Jo7, K8vZ91712h0, K8vZ917GUg7, K8vZ917ufxV, Z7r9jZa3Ys",UNKNOWN,UNKNOWN
36,Dallas Cowboys vs. Philadelphia Eagles,vvG1YZ91GA46qh,Football,0.0,0.0,2022-05-13T00:00:00Z,2022-05-13T04:00:00Z,2022-05-13T00:00:00Z,2022-12-24T22:25:00Z,2022-12-24T00:00:00.000-05:00,SEATGEEK,"K8vZ9171oG0, K8vZ9171oU0",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
37,Las Vegas Raiders Vs New England Patriots,G5vjZ9a1z-vCp,Football,200.0,800.0,NA,NA,2022-05-13T00:00:00Z,2022-12-18T23:05:00Z,2022-12-18T00:00:00.000-05:00,NFL REGULAR SEASON,"K8vZ9171oVV, K8vZ9171ouf",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
38,2023 Navy Federal Credit Union NHL Stadium Series WSH v CAR,G5eVZ9oXJg06s,Hockey,40.0,475.0,2022-09-20T14:00:00Z,2022-09-26T03:59:00Z,2022-10-27T14:00:00Z,2023-02-19T01:00:00Z,2023-02-18T00:00:00.000-05:00,PROMOTED BY VENUE,"K8vZ917oHKV, K8vZ9171o8V, K8vZ9171o2f",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
39,P!NK: Summer Carnival 2023,vvG1FZ9pLpUSiL,Rock,39.95,389.95,2022-11-16T15:00:00Z,2022-11-21T04:00:00Z,2022-11-21T15:00:00Z,2023-09-19T00:30:00Z,2023-09-18T00:00:00.000-04:00,LIVE NATION MUSIC,"K8vZ9171Jo7, K8vZ9175z3V, K8vZ917ufxV, K8vZ9178Lb7",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
40,Houston Texans vs. Kansas City Chiefs,G5dIZ91KhYMYQ,Football,70.0,466.0,2022-05-13T00:00:00Z,2022-05-13T01:00:00Z,2022-05-13T00:00:00Z,2022-12-18T19:00:00Z,2022-12-18T00:00:00.000-05:00,NFL REGULAR SEASON,"K8vZ91756Kf, K8vZ9171oMf",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
41,Shania Twain: Queen Of Me Tour,G5viZ9435Gx2u,Country,61.95,246.95,2022-10-25T15:00:00Z,2022-10-28T03:00:00Z,2022-10-28T15:00:00Z,2023-06-08T00:30:00Z,2023-06-07T00:00:00.000-04:00,LIVE NATION MUSIC,"K8vZ91719n0, K8vZ917KkmV, K8vZ917_bOf",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
42,Brooklyn Nets vs. Los Angeles Lakers,Z7r9jZ1Ad4s-O,Basketball,0.0,0.0,NA,NA,1900-01-01T18:00:00Z,2023-01-31T00:30:00Z,2023-01-30T00:00:00.000-05:00,NA,"K8vZ9171o5f, K8vZ91718T0",UNKNOWN,UNKNOWN
43,P!NK: Summer Carnival 2023,G5vjZ9kKED9Op,Rock,45.83,350.0,2022-11-16T18:00:00Z,2022-11-21T07:00:00Z,2022-11-21T18:00:00Z,2023-10-08T04:30:00Z,2023-10-07T00:00:00.000-04:00,LIVE NATION MUSIC,"K8vZ9171Jo7, K8vZ9175z3V, K8vZ917ufxV, K8vZ9178Lb7",TICKETS_AVAILABLE,TICKETS_AVAILABLE
44,Kansas City Chiefs v Seattle Seahawks,vvG1bZ9FmwV3Hq,Football,150.0,999.0,2022-05-13T13:00:00Z,2022-05-13T14:30:00Z,2022-05-13T16:00:00Z,2022-12-24T20:00:00Z,2022-12-24T00:00:00.000-05:00,NFL REGULAR SEASON,"K8vZ9171oMf, K8vZ9171oU7",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
45,P!NK: Summer Carnival 2023,G5vbZ9kb-A6LJ,Rock,39.95,349.95,2022-11-16T15:00:00Z,2022-11-21T04:00:00Z,2022-11-21T15:00:00Z,2023-08-05T22:30:00Z,2023-08-05T00:00:00.000-04:00,LIVE NATION MUSIC,"K8vZ9171Jo7, K8vZ9175z3V, K8vZ917ufxV, K8vZ9178Lb7",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
46,P!NK: Summer Carnival 2023,vvG1bZ9p96uphM,Rock,39.95,999.95,2022-11-16T16:00:00Z,2022-11-21T05:00:00Z,2022-11-21T16:00:00Z,2023-08-11T02:00:00Z,2023-08-10T00:00:00.000-04:00,LIVE NATION MUSIC,"K8vZ9171Jo7, K8vZ91712h0, K8vZ917ufxV, K8vZ9178Lb7",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
47,P!NK: Summer Carnival 2023,vvG1OZ9pNPuVvv,Rock,44.95,344.95,2022-11-19T15:00:00Z,2022-11-21T04:00:00Z,2022-11-21T15:00:00Z,2023-08-16T22:30:00Z,2023-08-16T00:00:00.000-04:00,LIVE NATION MUSIC,"K8vZ9171Jo7, K8vZ9175z3V, K8vZ917ufxV, K8vZ9178Lb7",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
48,Kansas City Chiefs v Denver Broncos,vvG1bZ9Fmwm3DH,Football,125.0,999.0,2022-05-13T13:00:00Z,2022-05-13T14:30:00Z,2022-05-13T16:00:00Z,2023-01-01T20:00:00Z,2023-01-01T00:00:00.000-05:00,NFL REGULAR SEASON,"K8vZ9171oMf, K8vZ9171og7",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
49,Los Angeles Chargers vs. Tennessee Titans,vvG1IZ9a9KwdJB,Football,45.0,499.0,2022-05-13T00:00:00Z,2022-05-13T02:00:00Z,2022-05-13T02:00:00Z,2022-12-18T22:25:00Z,2022-12-18T00:00:00.000-05:00,NFL REGULAR SEASON,"K8vZ9171og0, K8vZ91719u7",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
50,P!NK: Summer Carnival 2023,G5vVZ9pntZouz,Rock,50.95,404.95,2022-11-16T15:00:00Z,2022-11-21T04:00:00Z,2022-11-21T15:00:00Z,2023-08-04T01:00:00Z,2023-08-03T00:00:00.000-04:00,LIVE NATION - NO LN CONCERTS BRANDING,"K8vZ9171Jo7, K8vZ9175z3V, K8vZ917ufxV, K8vZ9178Lb7",TICKETS_AVAILABLE,TICKETS_AVAILABLE
51,2023 Discover NHL Winter Classic - Pittsburgh Penguins V Boston Bruins,vvG17Z9CRRT4tH,Hockey,125.0,575.0,2022-07-18T13:00:00Z,2023-01-02T19:00:00Z,2022-08-24T14:00:00Z,2023-01-02T19:00:00Z,2023-01-02T00:00:00.000-05:00,NHL REGULAR SEASON,"K8vZ917uO17, K8vZ9171o8f, K8vZ9171o27",TICKETS_AVAILABLE,TICKETS_NOT_AVAILABLE
52,P!NK: Summer Carnival 2023,G5vbZ9plhI67F,Rock,39.95,319.95,2022-11-16T15:00:00Z,2022-11-21T04:00:00Z,2022-11-21T15:00:00Z,2023-07-26T23:30:00Z,2023-07-26T00:00:00.000-04:00,LIVE NATION MUSIC,"K8vZ9171Jo7, K8vZ9175z3V, K8vZ917ufxV, K8vZ9178Lb7",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
53,P!NK: Summer Carnival 2023,vvG1jZ9p0tjAiJ,Rock,39.95,999.95,2022-11-19T16:00:00Z,2022-11-21T05:00:00Z,2022-11-21T16:00:00Z,2023-08-15T00:00:00Z,2023-08-14T00:00:00.000-04:00,FRANK PRODUCTIONS,"K8vZ9171Jo7, K8vZ91712h0, K8vZ917ufxV, K8vZ9178Lb7",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
54,P!NK: Summer Carnival 2023,Z7r9jZ1AdQ7-U,Pop,0.0,0.0,NA,NA,2022-11-21T15:00:00Z,2023-08-01T22:00:00Z,2023-08-01T00:00:00.000-04:00,LIVE NATION MUSIC,"K8vZ9171Jo7, K8vZ91712h0, K8vZ917GUg7, K8vZ917ufxV, Z7r9jZa3Ys",UNKNOWN,UNKNOWN
55,P!NK: Summer Carnival 2023,G5v0Z9pjKn7dG,Rock,39.95,359.95,2022-11-16T17:00:00Z,2022-11-21T06:00:00Z,2022-11-21T17:00:00Z,2023-10-10T04:00:00Z,2023-10-09T00:00:00.000-04:00,LIVE NATION MUSIC,"K8vZ9171Jo7, K8vZ9175z3V, K8vZ917ufxV, K8vZ9178Lb7",TICKETS_AVAILABLE,TICKETS_AVAILABLE
56,Tennessee Titans vs. Dallas Cowboys,G5viZ9aCSZUOJ,Football,297.0,497.0,NA,NA,2022-05-13T00:00:00Z,2022-12-30T02:15:00Z,2022-12-29T00:00:00.000-05:00,NFL REGULAR SEASON,"K8vZ91719u7, K8vZ9171oG0",TICKETS_AVAILABLE,TICKETS_NOT_AVAILABLE
57,Chicago Bears vs. Philadelphia Eagles,vvG18Z96SEaN5H,Football,97.0,664.0,2022-05-13T00:00:00Z,2022-05-13T01:00:00Z,2022-05-13T01:30:00Z,2022-12-18T19:00:00Z,2022-12-18T00:00:00.000-05:00,NFL REGULAR SEASON,"K8vZ9171ou7, K8vZ9171oU0",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
58,P!NK: Summer Carnival 2023,Z7r9jZ1AdQ7F3,Pop,0.0,0.0,NA,NA,2022-11-21T16:00:00Z,2023-08-12T23:30:00Z,2023-08-12T00:00:00.000-04:00,LIVE NATION MUSIC,"K8vZ9171Jo7, K8vZ91712h0, K8vZ917GUg7, K8vZ917ufxV, Z7r9jZa3Ys",UNKNOWN,UNKNOWN
59,Minnesota Vikings vs. New York Giants,vvG1bZ97JL4Kd1,Football,71.0,725.0,2022-07-25T15:00:00Z,2022-07-27T04:59:00Z,2022-07-28T15:00:00Z,2022-12-24T19:00:00Z,2022-12-24T00:00:00.000-05:00,NFL REGULAR SEASON,"K8vZ9171oM7, K8vZ9171oCf",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
60,Miami Dolphins v. Green Bay Packers,vvG1VZ9FMj4cvb,Football,135.0,995.0,2022-05-12T23:45:00Z,2022-05-14T03:59:00Z,2022-05-12T23:45:00Z,2022-12-25T19:00:00Z,2022-12-25T00:00:00.000-05:00,NFL REGULAR SEASON,"K8vZ9171ogf, K8vZ9171oC7",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
61,Philadelphia Eagles vs. New Orleans Saints,vvG1FZ9a3T5d_Y,Football,76.0,560.0,NA,NA,2022-06-07T14:00:00Z,2023-01-01T19:00:00Z,2023-01-01T00:00:00.000-05:00,NFL REGULAR SEASON,"K8vZ9171oU0, K8vZ9171ouV",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
62,Shania Twain: Queen Of Me Tour,vvG18Z94NJbSAb,Country,40.95,240.95,2022-11-03T15:00:00Z,2022-11-04T03:00:00Z,2022-11-04T15:00:00Z,2023-07-02T02:30:00Z,2023-07-01T00:00:00.000-04:00,LIVE NATION MUSIC,"K8vZ91719n0, K8vZ917_940",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
63,P!NK: Summer Carnival 2023,G5vfZ9pKec7vp,Rock,45.95,355.95,2022-11-16T15:00:00Z,2022-11-21T04:00:00Z,2022-11-21T15:00:00Z,2023-08-08T01:00:00Z,2023-08-07T00:00:00.000-04:00,LIVE NATION MUSIC,"K8vZ9171Jo7, K8vZ91712h0, K8vZ917ufxV, K8vZ9178Lb7",TICKETS_AVAILABLE,TICKETS_AVAILABLE
