_c0,event_name,event_id,event_type,trans_min,trans_max,presale_start,presale_end,pub_sale_start,pub_sale_end,event_date,event_promoter,event_attraction_ids,resaleStatus,status
64,P!NK: Summer Carnival 2023,G5viZ9ph7l0Du,Rock,49.95,399.95,2022-11-19T16:00:00Z,2022-11-21T05:00:00Z,2022-11-21T16:00:00Z,2023-09-23T00:30:00Z,2023-09-22T00:00:00.000-04:00,LIVE NATION MUSIC,"K8vZ9171Jo7, K8vZ9175z3V, K8vZ917ufxV, K8vZ9178Lb7",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
65,Green Bay Packers vs. Minnesota Vikings,vvG1jZ9ah4ZPEa,Football,89.0,432.0,2022-05-13T00:00:00Z,2023-01-01T22:25:00Z,2022-08-08T22:00:00Z,2023-01-01T22:25:00Z,2023-01-01T00:00:00.000-05:00,NFL REGULAR SEASON,"K8vZ9171oC7, K8vZ9171oM7",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
66,Shania Twain: Queen Of Me Tour,vvG1fZ949qhf4C,Country,39.95,249.95,2022-11-01T14:00:00Z,2022-11-04T02:00:00Z,2022-11-04T14:00:00Z,2023-07-16T01:30:00Z,2023-07-15T00:00:00.000-04:00,LIVE NATION MUSIC,"K8vZ91719n0, K8vZ917_bOf",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
67,Brooklyn Nets vs. New York Knicks,Z7r9jZ1Ad4s-_,Basketball,0.0,0.0,NA,NA,1900-01-01T18:00:00Z,2023-01-28T22:30:00Z,2023-01-28T00:00:00.000-05:00,NA,"K8vZ9171o5f, K8vZ9171o57",UNKNOWN,UNKNOWN
68,Cincinnati Bengals vs. Buffalo Bills,G5vbZ9aMq_JnG,Football,165.0,900.0,NA,NA,2022-05-13T00:00:00Z,2023-01-03T02:30:00Z,2023-01-02T00:00:00.000-05:00,NFL REGULAR SEASON,"K8vZ9171ovV, K8vZ9171oGf",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
69,Shania Twain: Queen Of Me Tour,G5vbZ940HyJDE,Country,45.95,225.95,2022-11-03T14:00:00Z,2022-11-04T02:00:00Z,2022-11-04T14:00:00Z,2023-07-14T01:30:00Z,2023-07-13T00:00:00.000-04:00,LIVE NATION MUSIC,"K8vZ91719n0, K8vZ917_bOf",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
70,Shania Twain: Queen Of Me Tour,G5eVZ94L3b7SJ,Country,60.95,260.95,2022-11-01T14:00:00Z,2022-11-04T02:00:00Z,2022-11-04T14:00:00Z,2023-06-29T01:30:00Z,2023-06-28T00:00:00.000-04:00,LIVE NATION MUSIC,"K8vZ91719n0, K8vZ917_940",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
71,Shania Twain: Queen Of Me Tour,k7vGF94xB_sBY,Country,40.95,925.95,2022-11-01T14:00:00Z,2022-11-04T02:00:00Z,2022-11-04T14:00:00Z,2023-07-09T01:30:00Z,2023-07-08T00:00:00.000-04:00,LIVE NATION MUSIC,"K8vZ91719n0, K8vZ917_bOf",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
72,Shania Twain: Queen Of Me Tour,vvG1YZ94E4EgM4,Country,55.95,265.95,2022-11-01T15:00:00Z,2022-11-04T03:00:00Z,2022-11-04T15:00:00Z,2023-07-22T02:30:00Z,2023-07-21T00:00:00.000-04:00,LIVE NATION MUSIC,K8vZ91719n0,TICKETS_AVAILABLE,FEW_TICKETS_LEFT
73,P!NK: Summer Carnival 2023,vvG1IZ9pNeVNoR,Rock,55.95,405.95,2022-11-16T18:00:00Z,2022-11-21T07:00:00Z,2022-11-21T18:00:00Z,2023-10-06T04:00:00Z,2023-10-05T00:00:00.000-04:00,LIVE NATION MUSIC,"K8vZ9171Jo7, K8vZ91712h0, K8vZ917ufxV, K8vZ9178Lb7",TICKETS_AVAILABLE,TICKETS_AVAILABLE
74,Shania Twain: Queen Of Me Tour,vvG1fZ94EIJNw5,Country,60.95,260.95,2022-11-03T14:00:00Z,2022-11-04T02:00:00Z,2022-11-04T14:00:00Z,2023-07-01T01:30:00Z,2023-06-30T00:00:00.000-04:00,LIVE NATION MUSIC,"K8vZ91719n0, K8vZ917_940",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
75,Pittsburgh Steelers vs. Las Vegas Raiders,G5vbZ96DxRPyt,Football,75.0,406.0,2022-05-13T13:00:00Z,2022-05-13T16:00:00Z,2022-05-13T16:00:00Z,2022-12-25T02:15:00Z,2022-12-24T00:00:00.000-05:00,NFL REGULAR SEASON,"K8vZ9171ogV, K8vZ9171oVV",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
76,Shania Twain: Queen Of Me Tour,vvG17Z94Eh3gx_,Country,61.0,251.0,2022-11-01T14:00:00Z,2022-11-04T02:00:00Z,2022-11-04T14:00:00Z,2023-07-10T00:30:00Z,2023-07-09T00:00:00.000-04:00,LIVE NATION MUSIC,"K8vZ91719n0, K8vZ917_bOf",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
77,Shania Twain: Queen Of Me Tour,vvG1bZ9b9mzkpf,Country,38.95,223.95,2022-12-13T16:00:00Z,2022-12-16T04:00:00Z,2022-12-16T17:00:00Z,2023-11-06T01:30:00Z,2023-11-05T00:00:00.000-04:00,LIVE NATION MUSIC,"K8vZ91719n0, K8vZ917_360",TICKETS_AVAILABLE,TICKETS_AVAILABLE
78,Tampa Bay Buccaneers vs. Carolina Panthers,vvG1VZ9aE3Z2O5,Football,85.0,705.0,2022-05-13T00:00:00Z,2022-05-13T02:00:00Z,2022-07-20T13:00:00Z,2023-01-01T19:00:00Z,2023-01-01T00:00:00.000-05:00,NFL REGULAR SEASON,"K8vZ9171oCV, K8vZ9171oPf",TICKETS_AVAILABLE,TICKETS_NOT_AVAILABLE
79,Los Angeles Kings vs. Anaheim Ducks,Z7r9jZ1Adfsqb,Hockey,0.0,0.0,NA,NA,1900-01-01T06:00:00Z,2022-12-21T03:30:00Z,2022-12-20T00:00:00.000-05:00,NA,"K8vZ9171ozf, K8vZ91713ef",UNKNOWN,UNKNOWN
80,P!NK: Summer Carnival 2023,vvG1YZ9ASfN7Jv,Rock,44.95,374.95,2022-11-16T16:00:00Z,2022-11-21T05:00:00Z,2022-11-21T16:00:00Z,2023-09-30T01:30:00Z,2023-09-29T00:00:00.000-04:00,LIVE NATION MUSIC,"K8vZ9171Jo7, K8vZ9175z3V, K8vZ917ufxV, K8vZ9178Lb7",TICKETS_AVAILABLE,TICKETS_AVAILABLE
81,New Orleans Pelicans vs. Los Angeles Lakers,Z7r9jZ1Ad4w1d,Basketball,0.0,0.0,NA,NA,1900-01-01T18:00:00Z,2023-02-05T01:00:00Z,2023-02-04T00:00:00.000-05:00,NA,"K8vZ9171oaV, K8vZ91718T0",UNKNOWN,UNKNOWN
82,Shania Twain: Queen Of Me Tour,Z7r9jZ1Ad_xjV,Country,0.0,0.0,NA,NA,2022-11-04T15:00:00Z,2023-05-17T00:30:00Z,2023-05-16T00:00:00.000-04:00,LIVE NATION MUSIC,"K8vZ91719n0, K8vZ917Kj1f",UNKNOWN,UNKNOWN
83,Shania Twain: Queen Of Me Tour,G5vYZ94OyJZn1,Country,46.0,226.0,2022-11-01T17:00:00Z,2022-11-04T05:00:00Z,2022-11-04T17:00:00Z,2023-05-27T04:30:00Z,2023-05-26T00:00:00.000-04:00,LIVE NATION MUSIC,"K8vZ91719n0, K8vZ917Kj1f",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
84,Shania Twain: Queen Of Me Tour,G5dIZ9bpISx4C,Country,40.95,225.95,2022-12-13T16:00:00Z,2022-12-16T04:00:00Z,2022-12-16T16:00:00Z,2023-10-13T00:30:00Z,2023-10-12T00:00:00.000-04:00,COMMUNITY ARENA MANAGEMENT,"K8vZ91719n0, K8vZ917_360",TICKETS_AVAILABLE,TICKETS_AVAILABLE
85,Imagine Dragons,vvG1jZ9pxhDoYZ,Rock,87.63,231.38,2022-11-15T16:00:00Z,2022-11-18T04:00:00Z,2022-11-18T16:00:00Z,2023-07-09T01:00:00Z,2023-07-08T00:00:00.000-04:00,SUMMERFEST PRODUCTIONS,"K8vZ917GSz7, K8vZ917CSq0",TICKETS_NOT_AVAILABLE,FEW_TICKETS_LEFT
86,Shania Twain: Queen Of Me Tour,vvG1bZ94xRLe3g,Country,60.95,240.95,2022-11-03T15:00:00Z,2022-11-04T03:00:00Z,2022-11-04T15:00:00Z,2023-06-05T02:30:00Z,2023-06-04T00:00:00.000-04:00,LIVE NATION MUSIC,"K8vZ91719n0, K8vZ917_bOf",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
87,P!NK: Summer Carnival 2023,vvG1bZ9kQ-pEqi,Rock,39.95,369.95,2022-11-16T16:00:00Z,2022-11-21T05:00:00Z,2022-11-21T16:00:00Z,2023-08-22T01:30:00Z,2023-08-21T00:00:00.000-04:00,LIVE NATION MUSIC,"K8vZ9171Jo7, K8vZ9175z3V, K8vZ917ufxV, K8vZ9178Lb7",TICKETS_AVAILABLE,TICKETS_AVAILABLE
88,Shania Twain: Queen Of Me Tour,vvG1bZ94xOxoRJ,Country,46.0,921.95,2022-11-01T15:00:00Z,2022-11-04T03:00:00Z,2022-11-04T15:00:00Z,2023-05-18T02:30:00Z,2023-05-17T00:00:00.000-04:00,LIVE NATION MUSIC,"K8vZ91719n0, K8vZ917Kj1f",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
89,Shania Twain: Queen Of Me Tour,G5vzZ94xEY-lI,Country,55.95,225.95,2022-11-03T16:00:00Z,2022-11-04T04:00:00Z,2022-11-04T16:00:00Z,2023-05-25T03:30:00Z,2023-05-24T00:00:00.000-04:00,LIVE NATION MUSIC,"K8vZ91719n0, K8vZ917Kj1f",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
90,Shania Twain: Queen Of Me Tour,G5vfZ94NQ9eNM,Country,76.0,276.0,2022-11-01T14:00:00Z,2022-11-04T02:00:00Z,2022-11-04T14:00:00Z,2023-06-28T01:30:00Z,2023-06-27T00:00:00.000-04:00,LIVE NATION MUSIC,"K8vZ91719n0, K8vZ917_940",TICKETS_NOT_AVAILABLE,FEW_TICKETS_LEFT
91,P!NK: Summer Carnival 2023,vvG1IZ9plrgAaz,Rock,50.95,364.95,2022-11-19T18:00:00Z,2022-11-21T07:00:00Z,2022-11-21T18:00:00Z,2023-10-04T03:00:00Z,2023-10-03T00:00:00.000-04:00,LIVE NATION MUSIC,"K8vZ9171Jo7, K8vZ9175z3V, K8vZ917ufxV, K8vZ9178Lb7",TICKETS_AVAILABLE,TICKETS_AVAILABLE
92,Baltimore Ravens vs. Pittsburgh Steelers,G5vfZ9aEtPAio,Football,134.0,507.0,NA,NA,2022-05-13T00:00:00Z,2023-01-01T20:00:00Z,2023-01-01T00:00:00.000-05:00,NFL REGULAR SEASON,"K8vZ91719eV, K8vZ9171ogV",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
93,Shania Twain: Queen Of Me Tour,vvG1fZ9b9M8UJH,Country,50.95,225.95,2022-12-13T15:00:00Z,2022-12-16T03:00:00Z,2022-12-16T15:00:00Z,2023-10-28T01:30:00Z,2023-10-27T00:00:00.000-04:00,LIVE NATION MUSIC,"K8vZ91719n0, K8vZ917_360",TICKETS_AVAILABLE,TICKETS_AVAILABLE
94,Denver Broncos vs. Arizona Cardinals,G5vzZ9a9f2wmw,Football,63.0,445.0,NA,NA,2022-05-13T00:00:00Z,2022-12-18T22:05:00Z,2022-12-18T00:00:00.000-05:00,NFL REGULAR SEASON,"K8vZ9171og7, K8vZ917198f",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
95,Cleveland Cavaliers vs. Golden State Warriors,Z7r9jZ1Ad4sq8,Basketball,0.0,0.0,NA,NA,1900-01-01T18:00:00Z,2023-01-21T00:30:00Z,2023-01-20T00:00:00.000-05:00,NA,"K8vZ9171oa7, K8vZ9171oa0",UNKNOWN,UNKNOWN
96,Shania Twain: Queen Of Me Tour,G5v0Z94xfSsFi,Country,50.95,250.95,2022-11-01T17:00:00Z,2022-11-04T05:00:00Z,2022-11-04T17:00:00Z,2023-05-31T04:30:00Z,2023-05-30T00:00:00.000-04:00,LIVE NATION MUSIC,"K8vZ91719n0, K8vZ917Kj1f",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
97,Seattle Seahawks vs. New York Jets,vvG1HZ9anOZvIC,Football,75.0,800.0,NA,NA,2022-05-13T00:00:00Z,2023-01-01T21:05:00Z,2023-01-01T00:00:00.000-05:00,NFL REGULAR SEASON,"K8vZ9171oU7, K8vZ9171oGV",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
98,New Orleans Pelicans vs. Philadelphia 76ers,Z7r9jZ1Ad4wao,Basketball,0.0,0.0,NA,NA,1900-01-01T06:00:00Z,2022-12-31T01:30:00Z,2022-12-30T00:00:00.000-05:00,NA,"K8vZ9171oaV, K8vZ9171oZ0",UNKNOWN,UNKNOWN
99,Washington Commanders vs. New York Giants,G5vfZ9a3xQoSJ,Football,40.0,455.0,2022-05-13T00:00:00Z,2022-12-18T18:00:00Z,2022-05-13T00:00:00Z,2022-12-19T03:20:00Z,2022-12-18T00:00:00.000-05:00,NFL REGULAR SEASON,"K8vZ9171oM0, K8vZ9171oCf",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
100,Chicago Bears vs. Buffalo Bills,vvG18Z96LiA3Xy,Football,95.0,704.0,2022-05-13T00:00:00Z,2022-05-13T01:00:00Z,2022-05-13T01:30:00Z,2022-12-24T19:00:00Z,2022-12-24T00:00:00.000-05:00,NFL REGULAR SEASON,"K8vZ9171ou7, K8vZ9171oGf",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
101,Shania Twain: Queen Of Me Tour,G5eVZ9bpVl3l1,Country,40.95,220.95,2022-12-13T15:00:00Z,2022-12-16T03:00:00Z,2022-12-16T15:00:00Z,2023-10-19T00:30:00Z,2023-10-18T00:00:00.000-04:00,LIVE NATION MUSIC,"K8vZ91719n0, K8vZ917_360",TICKETS_AVAILABLE,TICKETS_AVAILABLE
102,Brooklyn Nets vs. Boston Celtics,Z7r9jZ1Ad4s-p,Basketball,0.0,0.0,NA,NA,1900-01-01T18:00:00Z,2023-01-13T00:30:00Z,2023-01-12T00:00:00.000-05:00,NA,"K8vZ9171o5f, K8vZ91718Xf",UNKNOWN,UNKNOWN
103,Cincinnati Bengals vs. Baltimore Ravens,G5vbZ9aMq_knF,Football,99.0,998.0,NA,NA,2022-05-13T00:00:00Z,2023-01-09T02:00:00Z,2023-01-08T00:00:00.000-05:00,NFL REGULAR SEASON,"K8vZ9171ovV, K8vZ91719eV",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
104,Shania Twain: Queen Of Me Tour,vvG1HZ94xhtvGM,Country,61.5,236.5,2022-11-01T17:00:00Z,2022-11-04T05:00:00Z,2022-11-04T17:00:00Z,2023-04-30T03:30:00Z,2023-04-29T00:00:00.000-04:00,LIVE NATION MUSIC,"K8vZ91719n0, K8vZ9172-p0",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
105,Shania Twain: Queen Of Me Tour,G5dIZ94Jdxopv,Country,55.95,255.95,2022-11-03T15:00:00Z,2022-11-04T03:00:00Z,2022-11-04T15:00:00Z,2023-07-23T02:30:00Z,2023-07-22T00:00:00.000-04:00,LIVE NATION MUSIC,"K8vZ91719n0, K8vZ91730MV",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
106,San Francisco 49ers vs. Washington Commanders,G5vYZ9ahej68p,Football,69.0,995.0,2022-05-13T00:00:00Z,2022-12-24T22:05:00Z,2022-05-13T00:00:00Z,2022-12-24T22:05:00Z,2022-12-24T00:00:00.000-05:00,NFL REGULAR SEASON,"K8vZ9171oMV, K8vZ9171oM0",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
107,Indianapolis Colts v Los Angeles Chargers,vvG1fZ9a1rmx43,Football,52.0,457.0,2022-05-13T00:00:00Z,2022-05-13T14:00:00Z,2022-05-13T15:00:00Z,2022-12-27T03:15:00Z,2022-12-26T00:00:00.000-05:00,NFL REGULAR SEASON,"K8vZ9171oV0, K8vZ9171og0",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
108,Eagles,G5v0Z9fBwXKHA,Rock,124.0,444.0,2022-10-27T17:00:00Z,2022-10-28T05:00:00Z,2022-10-28T17:00:00Z,2023-03-02T05:00:00Z,2023-03-01T00:00:00.000-05:00,LIVE NATION MUSIC,K8vZ9171ob7,TICKETS_AVAILABLE,FEW_TICKETS_LEFT
109,Eagles,Z7r9jZ1Ad_6f9,Rock,0.0,0.0,NA,NA,2022-10-28T17:00:00Z,2023-03-04T04:00:00Z,2023-03-03T00:00:00.000-05:00,LIVE NATION MUSIC,K8vZ9171ob7,UNKNOWN,UNKNOWN
110,New York Giants vs. Indianapolis Colts,k7vGF912X-FY2,Football,110.0,775.0,2022-05-13T00:00:00Z,2022-05-13T00:59:00Z,2022-05-13T01:00:00Z,2023-01-01T19:00:00Z,2023-01-01T00:00:00.000-05:00,NFL REGULAR SEASON,"K8vZ9171oCf, K8vZ9171oV0",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
111,Shania Twain: Queen Of Me Tour,vvG1FZ94NUUgW3,Country,40.95,225.95,2022-11-01T14:00:00Z,2022-11-04T02:00:00Z,2022-11-04T14:00:00Z,2023-06-10T01:30:00Z,2023-06-09T00:00:00.000-04:00,LIVE NATION MUSIC,"K8vZ91719n0, K8vZ917_bOf",TICKETS_AVAILABLE,TICKETS_AVAILABLE
112,New York Jets vs. Jacksonville Jaguars,k7vGF9a4g0skn,Football,62.0,725.0,2022-05-13T00:00:00Z,2022-05-16T13:59:00Z,2022-05-16T14:00:00Z,2022-12-23T03:15:00Z,2022-12-22T00:00:00.000-05:00,NFL REGULAR SEASON,"K8vZ9171oGV, K8vZ9171poV",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
113,Orlando Magic v Los Angeles Lakers,G5eFZ9od7XDJw,Basketball,149.5,5151.5,2022-08-25T14:00:00Z,2022-08-26T17:00:00Z,2022-08-26T17:00:00Z,2022-12-28T02:00:00Z,2022-12-27T00:00:00.000-05:00,PROMOTED BY VENUE,"K8vZ9171ov7, K8vZ91718T0",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
114,Shania Twain: Queen Of Me Tour,G5viZ9b9lbMI5,Country,45.95,225.95,2022-12-15T15:00:00Z,2022-12-16T03:00:00Z,2022-12-16T15:00:00Z,2023-10-17T01:30:00Z,2023-10-16T00:00:00.000-04:00,LIVE NATION MUSIC,"K8vZ91719n0, K8vZ917_360",TICKETS_AVAILABLE,TICKETS_AVAILABLE
115,P!NK: Summer Carnival 2023,G5dIZ9prByxD1,Rock,39.95,299.95,2022-11-19T16:00:00Z,2022-11-21T05:00:00Z,2022-11-21T16:00:00Z,2023-09-25T23:30:00Z,2023-09-25T00:00:00.000-04:00,LIVE NATION MUSIC,"K8vZ9171Jo7, K8vZ9175z3V, K8vZ917ufxV, K8vZ9178Lb7",TICKETS_AVAILABLE,TICKETS_AVAILABLE
116,Atlanta Hawks vs. Los Angeles Lakers,vvG1zZ98S_9dwL,Basketball,100.0,1649.0,2022-08-25T15:00:00Z,2022-08-29T15:59:00Z,2022-08-29T16:00:00Z,2022-12-31T01:30:00Z,2022-12-30T00:00:00.000-05:00,NBA REGULAR SEASON,"K8vZ91718XV, K8vZ91718T0",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
117,Shania Twain: Queen Of Me Tour,Z7r9jZ1Ad_xjS,Country,0.0,0.0,NA,NA,2022-11-04T17:00:00Z,2023-04-29T02:30:00Z,2023-04-28T00:00:00.000-04:00,LIVE NATION MUSIC,"K8vZ91719n0, K8vZ9172-p0",UNKNOWN,UNKNOWN
118,P!NK: Summer Carnival 2023,vvG1bZ9pG_aazC,Rock,39.95,329.95,2022-11-17T18:00:00Z,2022-11-21T05:00:00Z,2022-11-21T16:00:00Z,2023-08-20T00:00:00Z,2023-08-19T00:00:00.000-04:00,LIVE NATION MUSIC,"K8vZ9171Jo7, K8vZ9175z3V, K8vZ917ufxV, K8vZ9178Lb7",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
119,Houston Rockets vs. Dallas Mavericks,Z7r9jZ1Ad4wZv,Basketball,0.0,0.0,NA,NA,1900-01-01T18:00:00Z,2022-12-24T01:00:00Z,2022-12-23T00:00:00.000-05:00,NA,"K8vZ91718Tf, K8vZ9171o17",UNKNOWN,UNKNOWN
120,Shania Twain: Queen Of Me Tour,k7vGF99Q6lvAt,Country,46.0,925.95,2022-11-30T15:00:00Z,2022-12-02T03:00:00Z,2022-12-02T15:00:00Z,2023-07-04T00:00:00Z,2023-07-03T00:00:00.000-04:00,LIVE NATION MUSIC,"K8vZ91719n0, K8vZ917_940",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
121,Shania Twain: Queen Of Me Tour,vvG1bZ94EKKg1n,Country,37.95,232.95,2022-11-03T15:00:00Z,2022-11-04T03:00:00Z,2022-11-04T15:00:00Z,2023-05-20T02:30:00Z,2023-05-19T00:00:00.000-04:00,LIVE NATION MUSIC,"K8vZ91719n0, K8vZ917Kj1f",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
122,Shania Twain: Queen Of Me Tour,G5vbZ9b9KU3fV,Country,42.95,234.95,2022-12-15T15:00:00Z,2022-12-16T03:00:00Z,2022-12-16T15:00:00Z,2023-10-29T01:30:00Z,2023-10-28T00:00:00.000-04:00,LIVE NATION MUSIC,"K8vZ91719n0, K8vZ917_360",TICKETS_AVAILABLE,TICKETS_AVAILABLE
123,Shania Twain: Queen Of Me Tour,k7vGF9b9d3x6_,Country,55.5,225.95,2022-12-13T15:00:00Z,2022-12-16T03:00:00Z,2022-12-16T15:00:00Z,2023-10-21T01:30:00Z,2023-10-20T00:00:00.000-04:00,LIVE NATION MUSIC,"K8vZ91719n0, K8vZ917_360",TICKETS_AVAILABLE,TICKETS_AVAILABLE
124,Shania Twain: Queen Of Me Tour,G5eZZ94ENDhHq,Country,46.95,241.95,2022-11-03T15:00:00Z,2023-06-04T00:00:00Z,2022-11-04T15:00:00Z,2023-06-04T02:30:00Z,2023-06-03T00:00:00.000-04:00,LIVE NATION MUSIC,"K8vZ91719n0, K8vZ917_bOf",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
125,Detroit Lions vs. Chicago Bears,vvG1OZ9a3zCvnY,Football,0.0,0.0,NA,NA,2022-05-13T00:00:00Z,2023-01-01T19:00:00Z,2023-01-01T00:00:00.000-05:00,NFL REGULAR SEASON,"K8vZ9171oUf, K8vZ9171ou7",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
126,Shania Twain: Queen Of Me Tour,G5vzZ94J_UvaX,Country,60.95,245.95,2022-11-03T16:00:00Z,2022-11-04T04:00:00Z,2022-11-04T16:00:00Z,2023-05-22T03:30:00Z,2023-05-21T00:00:00.000-04:00,LIVE NATION MUSIC,"K8vZ91719n0, K8vZ917Kj1f",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
127,LA Clippers vs. Charlotte Hornets,Z7r9jZ1Ad4sOo,Basketball,0.0,0.0,NA,NA,1900-01-01T18:00:00Z,2022-12-22T03:30:00Z,2022-12-21T00:00:00.000-05:00,NA,"K8vZ9171o1V, K8vZ9175Nnf",UNKNOWN,UNKNOWN
128,Baltimore Ravens vs. Atlanta Falcons,G5vfZ9aER6As0,Football,71.0,385.0,NA,NA,2022-05-13T00:00:00Z,2022-12-24T20:00:00Z,2022-12-24T00:00:00.000-05:00,NFL REGULAR SEASON,"K8vZ91719eV, K8vZ9171ou0",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
129,Shania Twain: Queen Of Me Tour,vvG1bZ94nEt7qa,Country,36.95,216.95,2022-11-03T15:00:00Z,2022-11-04T03:00:00Z,2022-11-04T15:00:00Z,2023-07-20T01:30:00Z,2023-07-19T00:00:00.000-04:00,LIVE NATION MUSIC,"K8vZ91719n0, K8vZ91730MV",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
130,Los Angeles Rams vs. Denver Broncos,vvG1IZ9a4HPZX4,Football,70.0,850.0,2022-05-10T11:40:00Z,2022-12-25T22:30:00Z,2022-05-10T11:40:00Z,2022-12-25T22:30:00Z,2022-12-25T00:00:00.000-05:00,NFL REGULAR SEASON,"K8vZ91719t0, K8vZ9171og7",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
131,New Orleans Saints vs. Atlanta Falcons,G5viZ915Lfz7J,Football,0.0,0.0,2022-05-13T00:00:00Z,2022-05-13T01:00:00Z,2022-05-13T00:00:00Z,2022-12-18T19:00:00Z,2022-12-18T00:00:00.000-05:00,SEATGEEK,"K8vZ9171ouV, K8vZ9171ou0",TICKETS_AVAILABLE,FEW_TICKETS_LEFT
